zip,county,usps_zip_pref_city,usps_zip_pref_state,tot_ratio
00683,72125,SAN GERMAN,PR,0.956300443540
00683,72079,SAN GERMAN,PR,0.000872536901
00683,72023,SAN GERMAN,PR,0.000799825493
00683,72097,SAN GERMAN,PR,0.000145422817
00683,72121,SAN GERMAN,PR,0.041881771250
00923,72127,SAN JUAN,PR,1.000000000000
01010,25013,BRIMFIELD,MA,0.977815699659
01010,25027,BRIMFIELD,MA,0.022184300341
01257,25003,SHEFFIELD,MA,1.000000000000
01267,25003,WILLIAMSTOWN,MA,1.000000000000
01331,25011,ATHOL,MA,0.001562721978
01331,25027,ATHOL,MA,0.998437278022
01339,25015,CHARLEMONT,MA,0.010714285714
01339,25011,CHARLEMONT,MA,0.989285714286
01469,25017,TOWNSEND,MA,1.000000000000
02027,25021,DEDHAM,MA,1.000000000000
02120,25025,ROXBURY CROSSING,MA,1.000000000000
02128,25025,EAST BOSTON,MA,1.000000000000
02199,25025,BOSTON,MA,1.000000000000
02361,25023,PLYMOUTH,MA,1.000000000000
02664,25001,SOUTH YARMOUTH,MA,1.000000000000
02668,25001,WEST BARNSTABLE,MA,1.000000000000
02648,25001,MARSTONS MILLS,MA,1.000000000000
02739,25023,MATTAPOISETT,MA,1.000000000000
02895,44007,WOONSOCKET,RI,1.000000000000
03281,33011,WEARE,NH,0.999230374551
03281,33013,WEARE,NH,0.000769625449
03743,33019,CLAREMONT,NH,1.000000000000
03592,33007,PITTSBURG,NH,1.000000000000
03605,33019,LEMPSTER,NH,1.000000000000
03886,33003,TAMWORTH,NH,1.000000000000
03884,33017,STRAFFORD,NH,0.998869417750
03884,33015,STRAFFORD,NH,0.001130582250
04357,23023,RICHMOND,ME,0.999473684211
04357,23011,RICHMOND,ME,0.000526315789
04649,23029,JONESPORT,ME,1.000000000000
04627,23009,DEER ISLE,ME,1.000000000000
04562,23023,PHIPPSBURG,ME,1.000000000000
04921,23027,BROOKS,ME,0.995294117647
04921,23019,BROOKS,ME,0.004705882353
04548,23023,GEORGETOWN,ME,1.000000000000
05038,50017,CHELSEA,VT,1.000000000000
05474,50013,NORTH HERO,VT,1.000000000000
05679,50017,WILLIAMSTOWN,VT,1.000000000000
05651,50023,EAST MONTPELIER,VT,1.000000000000
05763,50021,PITTSFORD,VT,1.000000000000
05738,50021,CUTTINGSVILLE,VT,1.000000000000
05874,50019,WESTFIELD,VT,1.000000000000
06042,09013,MANCHESTER,CT,0.000229165075
06042,09003,MANCHESTER,CT,0.999770834925
06052,09003,NEW BRITAIN,CT,1.000000000000
06010,09005,BRISTOL,CT,0.000096525097
06010,09003,BRISTOL,CT,0.999903474903
05905,50009,GUILDHALL,VT,1.000000000000
06060,09003,NORTH GRANBY,CT,1.000000000000
06078,09003,SUFFIELD,CT,1.000000000000
06108,09003,EAST HARTFORD,CT,1.000000000000
06468,09001,MONROE,CT,1.000000000000
06787,09005,THOMASTON,CT,1.000000000000
06880,09001,WESTPORT,CT,1.000000000000
06907,09001,STAMFORD,CT,1.000000000000
07010,34003,CLIFFSIDE PARK,NJ,1.000000000000
07110,34031,NUTLEY,NJ,0.003485034850
07110,34013,NUTLEY,NJ,0.996514965150
07462,34037,VERNON,NJ,1.000000000000
07645,34003,MONTVALE,NJ,1.000000000000
07607,34003,MAYWOOD,NJ,1.000000000000
07758,34025,PORT MONMOUTH,NJ,1.000000000000
07849,34027,LAKE HOPATCONG,NJ,0.989013266998
07849,34037,LAKE HOPATCONG,NJ,0.010986733002
08046,34005,WILLINGBORO,NJ,1.000000000000
08099,34007,BELLMAWR,NJ,1.000000000000
08401,34001,ATLANTIC CITY,NJ,1.000000000000
08559,34019,STOCKTON,NJ,1.000000000000
08820,34023,EDISON,NJ,0.997812831389
08820,34039,EDISON,NJ,0.002187168611
08880,34035,SOUTH BOUND BROOK,NJ,1.000000000000
10005,36061,NEW YORK,NY,1.000000000000
10004,36061,NEW YORK,NY,1.000000000000
10038,36061,NEW YORK,NY,1.000000000000
10110,36061,NEW YORK,NY,1.000000000000
11210,36047,BROOKLYN,NY,1.000000000000
11354,36081,FLUSHING,NY,1.000000000000
11358,36081,FLUSHING,NY,1.000000000000
11352,36081,FLUSHING,NY,1.000000000000
11375,36081,FOREST HILLS,NY,1.000000000000
11553,36059,UNIONDALE,NY,1.000000000000
11716,36103,BOHEMIA,NY,1.000000000000
11756,36059,LEVITTOWN,NY,1.000000000000
11950,36103,MASTIC,NY,1.000000000000
10537,36119,LAKE PEEKSKILL,NY,0.038570084666
10537,36079,LAKE PEEKSKILL,NY,0.961429915334
10595,36119,VALHALLA,NY,1.000000000000
10916,36071,CAMPBELL HALL,NY,1.000000000000
10952,36087,MONSEY,NY,1.000000000000
12037,36021,CHATHAM,NY,1.000000000000
12180,36083,TROY,NY,1.000000000000
12139,36041,PISECO,NY,1.000000000000
12086,36057,HAGAMAN,NY,0.703575547866
12086,36035,HAGAMAN,NY,0.136101499423
12086,36091,HAGAMAN,NY,0.160322952710
12115,36021,MALDEN BRIDGE,NY,1.000000000000
12066,36093,ESPERANCE,NY,0.198275862069
12066,36057,ESPERANCE,NY,0.328663793103
12066,36095,ESPERANCE,NY,0.473060344828
12205,36001,ALBANY,NY,1.000000000000
12474,36025,ROXBURY,NY,1.000000000000
12786,36105,WHITE LAKE,NY,1.000000000000
12845,36113,LAKE GEORGE,NY,1.000000000000
12832,36115,GRANVILLE,NY,1.000000000000
12944,36031,KEESEVILLE,NY,0.580732700136
12944,36019,KEESEVILLE,NY,0.419267299864
12989,36033,VERMONTVILLE,NY,0.977941176471
12989,36031,VERMONTVILLE,NY,0.022058823529
13478,36065,VERONA,NY,1.000000000000
13761,36007,ENDICOTT,NY,1.000000000000
14086,36029,LANCASTER,NY,1.000000000000
14212,36029,BUFFALO,NY,1.000000000000
14560,36069,SPRINGWATER,NY,0.489813994686
14560,36051,SPRINGWATER,NY,0.510186005314
14513,36069,NEWARK,NY,0.023017543860
14513,36117,NEWARK,NY,0.976982456140
14616,36055,ROCHESTER,NY,1.000000000000
14621,36055,ROCHESTER,NY,1.000000000000
14903,36015,ELMIRA,NY,1.000000000000
15076,42003,RUSSELLTON,PA,1.000000000000
15139,42003,OAKMONT,PA,1.000000000000
15222,42003,PITTSBURGH,PA,1.000000000000
15225,42003,PITTSBURGH,PA,1.000000000000
15214,42003,PITTSBURGH,PA,1.000000000000
15442,42051,GRINDSTONE,PA,1.000000000000
15344,42059,JEFFERSON,PA,1.000000000000
15563,42111,STOYSTOWN,PA,1.000000000000
15642,42003,IRWIN,PA,0.002494081840
15642,42129,IRWIN,PA,0.997505918160
15771,42063,ROCHESTER MILLS,PA,1.000000000000
15681,42063,SALTSBURG,PA,0.589992242048
15681,42129,SALTSBURG,PA,0.404189294026
15681,42005,SALTSBURG,PA,0.005818463926
15943,42021,NANTY GLO,PA,1.000000000000
16120,42073,ENON VALLEY,PA,0.881458966565
16120,42007,ENON VALLEY,PA,0.118541033435
16115,42007,DARLINGTON,PA,1.000000000000
16827,42027,BOALSBURG,PA,1.000000000000
17024,42099,ELLIOTTSBURG,PA,1.000000000000
17020,42043,DUNCANNON,PA,0.004393063584
17020,42099,DUNCANNON,PA,0.995606936416
17065,42041,MOUNT HOLLY SPRINGS,PA,1.000000000000
17201,42055,CHAMBERSBURG,PA,1.000000000000
17560,42071,NEW PROVIDENCE,PA,1.000000000000
17569,42011,REINHOLDS,PA,0.191406250000
17569,42071,REINHOLDS,PA,0.808593750000
17702,42081,WILLIAMSPORT,PA,1.000000000000
17845,42119,MILLMONT,PA,1.000000000000
17961,42107,ORWIGSBURG,PA,1.000000000000
18072,42095,PEN ARGYL,PA,1.000000000000
18070,42011,PALM,PA,0.320413436693
18070,42091,PALM,PA,0.679586563307
18902,42017,DOYLESTOWN,PA,1.000000000000
18912,42017,BUCKINGHAM,PA,1.000000000000
19061,42045,MARCUS HOOK,PA,1.000000000000
19138,42101,PHILADELPHIA,PA,1.000000000000
19153,42101,PHILADELPHIA,PA,0.991259009354
19153,42045,PHILADELPHIA,PA,0.008740990646
19150,42091,PHILADELPHIA,PA,0.002675585284
19150,42101,PHILADELPHIA,PA,0.997324414716
19440,42017,HATFIELD,PA,0.055532953621
19440,42091,HATFIELD,PA,0.944467046379
19938,10001,CLAYTON,DE,0.936844454363
19938,10003,CLAYTON,DE,0.063155545637
20019,11001,WASHINGTON,DC,1.000000000000
20693,24017,WELCOME,MD,1.000000000000
20676,24009,PORT REPUBLIC,MD,1.000000000000
20764,24003,SHADY SIDE,MD,1.000000000000
20818,24031,CABIN JOHN,MD,1.000000000000
21044,24027,COLUMBIA,MD,1.000000000000
21050,24025,FOREST HILL,MD,1.000000000000
21218,24510,BALTIMORE,MD,1.000000000000
21403,24003,ANNAPOLIS,MD,1.000000000000
21555,24001,OLDTOWN,MD,1.000000000000
21797,24013,WOODBINE,MD,0.366019926586
21797,24031,WOODBINE,MD,0.002884111169
21797,24027,WOODBINE,MD,0.631095962244
21784,24027,SYKESVILLE,MD,0.055664916885
21784,24013,SYKESVILLE,MD,0.944335083115
21801,24045,SALISBURY,MD,1.000000000000
22015,51059,BURKE,VA,1.000000000000
22313,51510,ALEXANDRIA,VA,1.000000000000
22307,51059,ALEXANDRIA,VA,1.000000000000
22432,51133,BURGESS,VA,1.000000000000
22727,51113,MADISON,VA,1.000000000000
22812,51165,BRIDGEWATER,VA,0.915760869565
22812,51015,BRIDGEWATER,VA,0.084239130435
22824,51171,EDINBURG,VA,1.000000000000
22830,51165,FULKS RUN,VA,1.000000000000
22974,51065,TROY,VA,0.710173697270
22974,51109,TROY,VA,0.216377171216
22974,51003,TROY,VA,0.073449131514
22959,51003,NORTH GARDEN,VA,1.000000000000
23607,51650,NEWPORT NEWS,VA,0.003758290346
23607,51700,NEWPORT NEWS,VA,0.996241709654
23701,51740,PORTSMOUTH,VA,1.000000000000
23666,51700,HAMPTON,VA,0.002172169496
23666,51650,HAMPTON,VA,0.997827830504
23936,51029,DILLWYN,VA,0.983179942875
23936,51049,DILLWYN,VA,0.016820057125
24013,51770,ROANOKE,VA,1.000000000000
23976,51037,WYLLIESBURG,VA,1.000000000000
24104,51019,HUDDLESTON,VA,1.000000000000
24245,51169,DUNGANNON,VA,1.000000000000
24314,51185,BASTIAN,VA,0.110225763612
24314,51021,BASTIAN,VA,0.889774236388
24505,51680,LYNCHBURG,VA,1.000000000000
24651,51185,TAZEWELL,VA,1.000000000000
24715,54055,BRAMWELL,WV,1.000000000000
27292,37057,LEXINGTON,NC,0.998145613493
27292,37151,LEXINGTON,NC,0.001854386507
27529,37101,GARNER,NC,0.274081182910
27529,37183,GARNER,NC,0.725918817090
27532,37191,GOLDSBORO,NC,1.000000000000
27824,37095,ENGELHARD,NC,1.000000000000
27832,37131,GASTON,NC,1.000000000000
27801,37127,ROCKY MOUNT,NC,0.000159910450
27801,37065,ROCKY MOUNT,NC,0.999840089550
27882,37069,SPRING HOPE,NC,0.155906777391
27882,37127,SPRING HOPE,NC,0.844093222609
27870,37083,ROANOKE RAPIDS,NC,1.000000000000
28082,37025,KANNAPOLIS,NC,1.000000000000
28133,37007,PEACHLAND,NC,0.922147651007
28133,37179,PEACHLAND,NC,0.077852348993
28164,37109,STANLEY,NC,0.303964757709
28164,37071,STANLEY,NC,0.696035242291
28282,37119,CHARLOTTE,NC,1.000000000000
28311,37051,FAYETTEVILLE,NC,1.000000000000
28343,37165,GIBSON,NC,1.000000000000
28728,37021,ENKA,NC,1.000000000000
28693,37009,WARRENSVILLE,NC,1.000000000000
28650,37035,MAIDEN,NC,0.772317262830
28650,37109,MAIDEN,NC,0.227682737170
28432,37047,CLARENDON,NC,1.000000000000
28420,37019,ASH,NC,1.000000000000
28777,37121,SPRUCE PINE,NC,0.917280794104
28777,37199,SPRUCE PINE,NC,0.006767935028
28777,37011,SPRUCE PINE,NC,0.070988118514
28777,37111,SPRUCE PINE,NC,0.004963152354
28786,37087,WAYNESVILLE,NC,1.000000000000
28746,37161,LAKE LURE,NC,0.999647763297
28746,37149,LAKE LURE,NC,0.000352236703
28745,37087,LAKE JUNALUSKA,NC,1.000000000000
29133,45075,ROWESVILLE,SC,1.000000000000
29105,45081,MONETTA,SC,0.203592814371
29105,45003,MONETTA,SC,0.796407185629
29620,45065,ABBEVILLE,SC,0.002835538752
29620,45001,ABBEVILLE,SC,0.997164461248
29845,45037,PLUM BRANCH,SC,0.012453300125
29845,45065,PLUM BRANCH,SC,0.987546699875
29565,45067,LATTA,SC,0.128998699610
29565,45069,LATTA,SC,0.019505851756
29565,45033,LATTA,SC,0.851495448635
29530,45041,COWARD,SC,1.000000000000
29547,45033,HAMER,SC,1.000000000000
29580,45089,NESMITH,SC,1.000000000000
29403,45019,CHARLESTON,SC,1.000000000000
29372,45087,PACOLET,SC,0.132303839733
29372,45021,PACOLET,SC,0.151502504174
29372,45083,PACOLET,SC,0.716193656093
29437,45035,DORCHESTER,SC,1.000000000000
29223,45079,COLUMBIA,SC,1.000000000000
29210,45063,COLUMBIA,SC,0.277231548667
29210,45079,COLUMBIA,SC,0.722768451333
29325,45059,CLINTON,SC,1.000000000000
29168,45085,WEDGEFIELD,SC,1.000000000000
29481,45029,SMOAKS,SC,0.871323529412
29481,45009,SMOAKS,SC,0.128676470588
29456,45035,LADSON,SC,0.400193892390
29456,45019,LADSON,SC,0.330053320407
29456,45015,LADSON,SC,0.269752787203
29453,45015,JAMESTOWN,SC,0.984536082474
29453,45019,JAMESTOWN,SC,0.015463917526
29935,45013,PORT ROYAL,SC,1.000000000000
29918,45049,ESTILL,SC,1.000000000000
29924,45049,HAMPTON,SC,1.000000000000
30185,13045,WHITESBURG,GA,0.922884326490
30185,13097,WHITESBURG,GA,0.077115673510
30309,13121,ATLANTA,GA,1.000000000000
30312,13121,ATLANTA,GA,1.000000000000
30132,13223,DALLAS,GA,0.999687834463
30132,13015,DALLAS,GA,0.000312165537
30035,13089,DECATUR,GA,1.000000000000
30223,13151,GRIFFIN,GA,0.000100720149
30223,13255,GRIFFIN,GA,0.999697839553
30223,13035,GRIFFIN,GA,0.000201440298
30228,13151,HAMPTON,GA,0.522187867439
30228,13063,HAMPTON,GA,0.447763793929
30228,13255,HAMPTON,GA,0.030048338632
30703,13129,CALHOUN,GA,1.000000000000
30635,13147,ELBERTON,GA,0.003337041157
30635,13105,ELBERTON,GA,0.996662958843
30630,13221,CRAWFORD,GA,1.000000000000
30521,13011,CARNESVILLE,GA,0.037960550800
30521,13119,CARNESVILLE,GA,0.962039449200
30411,13175,ALAMO,GA,0.126326963907
30411,13309,ALAMO,GA,0.873673036093
32046,12089,HILLIARD,FL,1.000000000000
39846,13243,EDISON,GA,0.001086956522
39846,13061,EDISON,GA,0.060869565217
39846,13037,EDISON,GA,0.938043478261
39866,13037,MORGAN,GA,0.966165413534
39866,13243,MORGAN,GA,0.033834586466
31823,13145,PINE MOUNTAIN VALLEY,GA,1.000000000000
31699,13185,MOODY AFB,GA,1.000000000000
31703,13095,ALBANY,GA,1.000000000000
31791,13321,SYLVESTER,GA,0.991273480254
31791,13095,SYLVESTER,GA,0.008726519746
31744,13321,DOERUN,GA,0.365661861075
31744,13071,DOERUN,GA,0.595019659240
31744,13205,DOERUN,GA,0.039318479685
32209,12031,JACKSONVILLE,FL,1.000000000000
32505,12033,PENSACOLA,FL,1.000000000000
34482,12083,OCALA,FL,1.000000000000
33037,12087,KEY LARGO,FL,1.000000000000
32778,12069,TAVARES,FL,1.000000000000
32792,12095,WINTER PARK,FL,0.647810339150
32792,12117,WINTER PARK,FL,0.352189660850
32643,12001,HIGH SPRINGS,FL,0.767919864707
32643,12023,HIGH SPRINGS,FL,0.093534538832
32643,12041,HIGH SPRINGS,FL,0.138545596462
32563,12113,GULF BREEZE,FL,1.000000000000
32539,12091,CRESTVIEW,FL,0.976772952172
32539,12131,CRESTVIEW,FL,0.023227047828
33015,12086,HIALEAH,FL,1.000000000000
34949,12111,FORT PIERCE,FL,1.000000000000
33193,12086,MIAMI,FL,1.000000000000
33140,12086,MIAMI BEACH,FL,1.000000000000
33144,12086,MIAMI,FL,1.000000000000
33146,12086,MIAMI,FL,1.000000000000
33238,12086,MIAMI,FL,1.000000000000
33610,12057,TAMPA,FL,1.000000000000
33635,12057,TAMPA,FL,1.000000000000
32968,12061,VERO BEACH,FL,1.000000000000
32931,12009,COCOA BEACH,FL,1.000000000000
33556,12057,ODESSA,FL,0.601442965543
33556,12101,ODESSA,FL,0.398557034457
33543,12101,WESLEY CHAPEL,FL,1.000000000000
35049,01009,CLEVELAND,AL,1.000000000000
35042,01007,CENTREVILLE,AL,0.980502966940
35042,01105,CENTREVILLE,AL,0.019497033060
35063,01127,EMPIRE,AL,0.829079307201
35063,01073,EMPIRE,AL,0.048313582498
35063,01009,EMPIRE,AL,0.122607110301
34292,12115,VENICE,FL,1.000000000000
34112,12021,NAPLES,FL,1.000000000000
33993,12071,CAPE CORAL,FL,1.000000000000
33973,12071,LEHIGH ACRES,FL,1.000000000000
35097,01009,LOCUST FORK,AL,1.000000000000
35801,01089,HUNTSVILLE,AL,1.000000000000
36037,01041,GREENVILLE,AL,0.003033026286
36037,01013,GREENVILLE,AL,0.996966973714
36066,01051,PRATTVILLE,AL,0.131952609207
36066,01001,PRATTVILLE,AL,0.868047390793
36016,01005,CLAYTON,AL,0.999569151228
36016,01067,CLAYTON,AL,0.000430848772
35640,01103,HARTSELLE,AL,1.000000000000
35645,01077,KILLEN,AL,1.000000000000
35621,01103,EVA,AL,0.944542772861
35621,01043,EVA,AL,0.055457227139
35740,01071,BRIDGEPORT,AL,1.000000000000
35406,01125,TUSCALOOSA,AL,1.000000000000
35960,01019,CENTRE,AL,1.000000000000
35963,01049,DAWSON,AL,1.000000000000
35554,01093,ELDRIDGE,AL,0.058910162003
35554,01127,ELDRIDGE,AL,0.405007363770
35554,01057,ELDRIDGE,AL,0.536082474227
35548,01093,BRILLIANT,AL,1.000000000000
36108,01101,MONTGOMERY,AL,1.000000000000
36250,01015,ALEXANDRIA,AL,1.000000000000
38632,28033,HERNANDO,MS,0.999176841816
38632,28137,HERNANDO,MS,0.000823158184
38856,28117,MARIETTA,MS,0.464174454829
38856,28057,MARIETTA,MS,0.535825545171
36861,01123,JACKSONS GAP,AL,1.000000000000
36475,01099,REPTON,AL,0.217137293087
36475,01035,REPTON,AL,0.780915287244
36475,01053,REPTON,AL,0.001947419669
36502,01035,ATMORE,AL,0.005180840665
36502,01053,ATMORE,AL,0.958944281525
36502,01099,ATMORE,AL,0.021505376344
36502,01003,ATMORE,AL,0.014369501466
38778,28133,SUNFLOWER,MS,1.000000000000
36551,01003,LOXLEY,AL,1.000000000000
36611,01097,MOBILE,AL,1.000000000000
39152,28129,PULASKI,MS,0.486638537271
39152,28123,PULASKI,MS,0.513361462729
39159,28125,ROLLING FORK,MS,0.874279123414
39159,28055,ROLLING FORK,MS,0.125720876586
39661,28063,ROXIE,MS,0.005889281508
39661,28001,ROXIE,MS,0.228504122497
39661,28037,ROXIE,MS,0.765606595995
39555,28059,HURLEY,MS,1.000000000000
39465,28067,PETAL,MS,0.001583029919
39465,28111,PETAL,MS,0.078201678012
39465,28035,PETAL,MS,0.920215292069
37190,47015,WOODBURY,TN,0.991153773762
37190,47177,WOODBURY,TN,0.008846226238
37804,47009,MARYVILLE,TN,1.000000000000
37841,47151,ONEIDA,TN,1.000000000000
37829,47129,OAKDALE,TN,1.000000000000
38006,47075,BELLS,TN,0.120538165843
38006,47113,BELLS,TN,0.028006589786
38006,47033,BELLS,TN,0.851455244371
37338,47153,GRAYSVILLE,TN,0.275547445255
37338,47143,GRAYSVILLE,TN,0.328467153285
37338,47065,GRAYSVILLE,TN,0.030413625304
37338,47007,GRAYSVILLE,TN,0.365571776156
37313,47061,COALMONT,TN,1.000000000000
37320,47011,CLEVELAND,TN,1.000000000000
37310,47139,CHARLESTON,TN,0.040997608473
37310,47011,CHARLESTON,TN,0.959002391527
37882,47009,TOWNSEND,TN,1.000000000000
37414,47065,CHATTANOOGA,TN,1.000000000000
37618,47163,BLUFF CITY,TN,1.000000000000
25520,54011,GLENWOOD,WV,0.478386167147
25520,54053,GLENWOOD,WV,0.521613832853
25438,54037,RANSON,WV,1.000000000000
26148,54085,MACFARLAN,WV,1.000000000000
24739,54055,PRINCETON,WV,1.000000000000
24860,54109,MATHENY,WV,1.000000000000
24870,54109,OCEANA,WV,1.000000000000
25260,54053,MASON,WV,1.000000000000
25235,54015,CHLOE,WV,0.122767857143
25235,54013,CHLOE,WV,0.877232142857
38358,47017,MILAN,TN,0.002058672156
38358,47053,MILAN,TN,0.997941327844
38463,47181,IRON CITY,TN,0.676156583630
38463,47099,IRON CITY,TN,0.323843416370
25601,54045,LOGAN,WV,1.000000000000
25529,54043,JULIAN,WV,0.009638554217
25529,54005,JULIAN,WV,0.990361445783
38559,47175,DOYLE,TN,0.283185840708
38559,47185,DOYLE,TN,0.716814159292
26610,54101,BIRCH RIVER,WV,0.019396551724
26610,54007,BIRCH RIVER,WV,0.006465517241
26610,54067,BIRCH RIVER,WV,0.974137931034
41004,21201,BROOKSVILLE,KY,0.034514078111
41004,21023,BROOKSVILLE,KY,0.965485921889
40927,21095,CLOSPLINT,KY,1.000000000000
40856,21013,MIRACLE,KY,1.000000000000
40862,21133,PARTRIDGE,KY,1.000000000000
42025,21035,BENTON,KY,0.004802995767
42025,21083,BENTON,KY,0.003988928688
42025,21157,BENTON,KY,0.991208075545
41826,21133,JEREMIAH,KY,1.000000000000
41723,21193,BUSY,KY,0.857600000000
41723,21131,BUSY,KY,0.142400000000
40507,21067,LEXINGTON,KY,1.000000000000
40040,21229,MACKVILLE,KY,1.000000000000
40152,21027,MC DANIELS,KY,1.000000000000
40342,21211,LAWRENCEBURG,KY,0.000327815112
40342,21167,LAWRENCEBURG,KY,0.000655630225
40342,21215,LAWRENCEBURG,KY,0.000163907556
40342,21229,LAWRENCEBURG,KY,0.001557121783
40342,21073,LAWRENCEBURG,KY,0.000409768890
40342,21005,LAWRENCEBURG,KY,0.996885756433
40291,21111,LOUISVILLE,KY,1.000000000000
40390,21239,WILMORE,KY,0.007968127490
40390,21113,WILMORE,KY,0.992031872510
40359,21041,OWENTON,KY,0.000236574403
40359,21187,OWENTON,KY,0.999763425597
42217,21047,CROFTON,KY,1.000000000000
44142,39035,BROOKPARK,OH,1.000000000000
44231,39155,GARRETTSVILLE,OH,0.002027883397
44231,39055,GARRETTSVILLE,OH,0.079847908745
44231,39133,GARRETTSVILLE,OH,0.918124207858
43430,39123,GENOA,OH,0.939019001326
43430,39143,GENOA,OH,0.022978347327
43430,39173,GENOA,OH,0.038002651348
43504,39095,BERKEY,OH,0.991836734694
43504,39051,BERKEY,OH,0.008163265306
42372,21177,SACRAMENTO,KY,0.253303964758
42372,21149,SACRAMENTO,KY,0.746696035242
42629,21207,JAMESTOWN,KY,1.000000000000
43619,39095,NORTHWOOD,OH,0.000521648409
43619,39173,NORTHWOOD,OH,0.999478351591
44276,39169,STERLING,OH,1.000000000000
44699,39067,TIPPECANOE,OH,0.764264264264
44699,39157,TIPPECANOE,OH,0.225225225225
44699,39059,TIPPECANOE,OH,0.010510510511
43030,39089,JACKSONTOWN,OH,1.000000000000
44507,39099,YOUNGSTOWN,OH,1.000000000000
43113,39129,CIRCLEVILLE,OH,0.996128624477
43113,39045,CIRCLEVILLE,OH,0.003871375523
43140,39097,LONDON,OH,0.978972695889
43140,39049,LONDON,OH,0.015273564180
43140,39023,LONDON,OH,0.005753739931
45224,39061,CINCINNATI,OH,1.000000000000
45415,39113,DAYTON,OH,1.000000000000
45601,39079,CHILLICOTHE,OH,0.004028370748
45601,39131,CHILLICOTHE,OH,0.005474452555
45601,39141,CHILLICOTHE,OH,0.990497176697
45202,39061,CINCINNATI,OH,1.000000000000
45118,39025,FAYETTEVILLE,OH,0.046875000000
45118,39071,FAYETTEVILLE,OH,0.015066964286
45118,39015,FAYETTEVILLE,OH,0.938058035714
43205,39049,COLUMBUS,OH,1.000000000000
43844,39031,WARSAW,OH,0.997461928934
43844,39083,WARSAW,OH,0.002538071066
45053,39017,OKEANA,OH,1.000000000000
45619,39087,CHESAPEAKE,OH,1.000000000000
46311,18089,DYER,IN,1.000000000000
46327,18089,HAMMOND,IN,1.000000000000
46565,18039,SHIPSHEWANA,IN,0.001595914459
46565,18087,SHIPSHEWANA,IN,0.998404085541
46574,18099,WALKERTON,IN,0.182818352060
46574,18149,WALKERTON,IN,0.278558052434
46574,18091,WALKERTON,IN,0.202715355805
46574,18141,WALKERTON,IN,0.335908239700
46037,18097,FISHERS,IN,0.001211240310
46037,18057,FISHERS,IN,0.998788759690
46405,18089,LAKE STATION,IN,1.000000000000
46214,18097,INDIANAPOLIS,IN,1.000000000000
46176,18145,SHELBYVILLE,IN,0.999878993224
46176,18139,SHELBYVILLE,IN,0.000121006776
46224,18097,INDIANAPOLIS,IN,1.000000000000
46180,18063,STILESVILLE,IN,0.523415977961
46180,18109,STILESVILLE,IN,0.476584022039
46776,18087,ORLAND,IN,0.201156069364
46776,18151,ORLAND,IN,0.798843930636
47613,18163,ELBERFELD,IN,0.003273322422
47613,18051,ELBERFELD,IN,0.119476268412
47613,18173,ELBERFELD,IN,0.877250409165
47575,18037,SAINT ANTHONY,IN,1.000000000000
48030,26125,HAZEL PARK,MI,1.000000000000
47424,18119,BLOOMFIELD,IN,0.000555144338
47424,18055,BLOOMFIELD,IN,0.999444855662
47558,18027,MONTGOMERY,IN,1.000000000000
47167,18175,SALEM,IN,1.000000000000
46962,18183,NORTH MANCHESTER,IN,0.006269592476
46962,18169,NORTH MANCHESTER,IN,0.953873712494
46962,18085,NORTH MANCHESTER,IN,0.039856695029
46975,18049,ROCHESTER,IN,0.997205994412
46975,18085,ROCHESTER,IN,0.001016002032
46975,18103,ROCHESTER,IN,0.000254000508
46975,18099,ROCHESTER,IN,0.001524003048
47020,18155,FLORENCE,IN,1.000000000000
46988,18017,TWELVE MILE,IN,0.994169096210
46988,18049,TWELVE MILE,IN,0.005830903790
47987,18045,VEEDERSBURG,IN,1.000000000000
47340,18135,FARMLAND,IN,1.000000000000
49221,26091,ADRIAN,MI,1.000000000000
49254,26075,MICHIGAN CENTER,MI,1.000000000000
49241,26075,HANOVER,MI,0.998323554065
49241,26059,HANOVER,MI,0.001676445935
49229,26161,BRITTON,MI,0.017556693489
49229,26115,BRITTON,MI,0.036576444770
49229,26091,BRITTON,MI,0.945866861741
48301,26125,BLOOMFIELD HILLS,MI,1.000000000000
48169,26093,PINCKNEY,MI,0.938723067800
48169,26161,PINCKNEY,MI,0.061276932200
48152,26163,LIVONIA,MI,1.000000000000
48206,26163,DETROIT,MI,1.000000000000
48226,26163,DETROIT,MI,1.000000000000
48729,26157,DEFORD,MI,0.995833333333
48729,26151,DEFORD,MI,0.004166666667
48901,26065,LANSING,MI,1.000000000000
49037,26077,BATTLE CREEK,MI,0.000168819110
49037,26025,BATTLE CREEK,MI,0.999831180890
49057,26159,HARTFORD,MI,1.000000000000
49098,26021,WATERVLIET,MI,0.936554995553
49098,26159,WATERVLIET,MI,0.063445004447
49024,26077,PORTAGE,MI,1.000000000000
49349,26123,WHITE CLOUD,MI,1.000000000000
50139,19117,LACONA,IA,0.121112929624
50139,19125,LACONA,IA,0.168576104746
50139,19181,LACONA,IA,0.710310965630
50169,19153,MITCHELLVILLE,IA,0.886435331230
50169,19099,MITCHELLVILLE,IA,0.113564668770
50211,19121,NORWALK,IA,0.002510902603
50211,19181,NORWALK,IA,0.997489097397
50247,19169,STATE CENTER,IA,0.014717906787
50247,19127,STATE CENTER,IA,0.985282093213
50229,19181,PROLE,IA,0.760233918129
50229,19121,PROLE,IA,0.239766081871
50276,19049,WOODWARD,IA,0.748015873016
